Task,LeftLabel,RightLabel,faceImages,RatingBlockOrder.thisRepN,RatingBlockOrder.thisTrialN,RatingBlockOrder.thisN,RatingBlockOrder.thisIndex,originalFaceTrials.thisRepN,originalFaceTrials.thisTrialN,originalFaceTrials.thisN,originalFaceTrials.thisIndex,face_image_q.started,text_2.started,slider_2.started,text_3.started,mouse_7.started,image_3.started,slider.started,text_2.stopped,text_3.stopped,mouse_7.stopped,image_3.stopped,slider.response,slider.rt,slider_2.response,slider_2.rt,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_7.time,EndText.started,EndText.stopped,Name,Gender,Age,Ethnicity,date,expName,psychopyVersion,frameRate,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_AF_231_357_N.png,0,0,0,0,1,13,108,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_LM_201_057_N.png,0,0,0,0,1,14,109,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_CFD_WF_250_167_N.png,0,0,0,0,1,15,110,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BF_224_002_N.png,0,0,0,0,1,16,111,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_WF_200_099_N.png,0,0,0,0,1,17,112,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_035_M_F_N_A.png,0,0,0,0,1,18,113,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BM_234_172_N.png,0,0,0,0,1,19,114,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ LIP_CFD_WF_002_004_N.png
",0,0,0,0,1,20,115,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_035_M_F_N_A.png,0,0,0,0,1,21,116,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_LM_203_026_N.png,0,0,0,0,1,22,117,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_LF_224_176_N.png,0,0,0,0,1,23,118,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_087_M_M_N_A.png,0,0,0,0,1,24,119,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_BF_224_002_N.png,0,0,0,0,1,25,120,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_AF_237_223_N.png,0,0,0,0,1,26,121,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BM_213_134_N.png,0,0,0,0,1,27,122,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_006_M_F_N_A.png,0,0,0,0,1,28,123,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_BF_214_308_N.png,0,0,0,0,1,29,124,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_WF_250_167_N.png,0,0,0,0,1,30,125,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ NASALTIP_136_M_M_N_A.png
",0,0,0,0,1,31,126,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ LCHEEK_CFD_BM_234_172_N.png
",0,0,0,0,1,32,127,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_006_M_F_N_A.png,0,0,0,0,1,33,128,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ LCHEEK_136_M_M_N_A.png
",0,0,0,0,1,34,129,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_WF_002_004_N.png,0,0,0,0,1,35,130,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ RCHEEK_CFD_AM_233_236_N.png
",0,0,0,0,1,36,131,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_CFD_BF_224_002_N.png,0,0,0,0,1,37,132,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_WF_200_099_N.png,0,0,0,0,1,38,133,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_BF_214_308_N.png,0,0,0,0,1,39,134,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_WF_200_099_N.png,0,0,0,0,1,40,135,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ RCHEEK_CFD_WF_002_004_N.png
",0,0,0,0,1,41,136,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_AF_231_357_N.png,0,0,0,0,1,42,137,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BF_214_308_N.png,0,0,0,0,1,43,138,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_LM_203_026_N.png,0,0,0,0,1,44,139,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_LF_224_176_N.png,0,0,0,0,1,45,140,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_WF_250_167_N.png,0,0,0,0,1,46,141,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_AM_233_236_N.png,0,0,0,0,1,47,142,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ LIP_CFD_AM_233_236_N.png
",0,0,0,0,1,48,143,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_WF_200_099_N.png,0,0,0,0,1,49,144,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_006_M_F_N_A.png,0,0,0,0,1,50,145,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_035_M_F_N_A.png,0,0,0,0,1,51,146,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_CFD_AF_237_223_N.png,0,0,0,0,1,52,147,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_BM_213_134_N.png,0,0,0,0,1,53,148,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_AF_245_143_N.png,0,0,0,0,1,54,149,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_CFD_BF_214_308_N.png,0,0,0,0,1,55,150,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_WM_212_097_N.png,0,0,0,0,1,56,151,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_AF_231_357_N.png,0,0,0,0,1,57,152,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ RCHEEK_CFD_BM_234_172_N.png
",0,0,0,0,1,58,153,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_006_M_F_N_A.png,0,0,0,0,1,59,154,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_WM_212_097_N.png,0,0,0,0,1,60,155,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_CFD_LM_201_057_N.png,0,0,0,0,1,61,156,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_CFD_AF_231_357_N.png,0,0,0,0,1,62,157,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ LIP_CFD_BM_234_172_N.png
",0,0,0,0,1,63,158,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_AF_237_223_N.png,0,0,0,0,1,64,159,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_136_M_M_N_A.png,0,0,0,0,1,65,160,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_LF_224_176_N.png,0,0,0,0,1,66,161,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_LF_224_176_N.png,0,0,0,0,1,67,162,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_WM_212_097_N.png,0,0,0,0,1,68,163,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_AF_245_143_N.png,0,0,0,0,1,69,164,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_CFD_LF_224_176_N.png,0,0,0,0,1,70,165,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_BM_213_134_N.png,0,0,0,0,1,71,166,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_035_M_F_N_A.png,0,0,0,0,1,72,167,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_BM_213_134_N.png,0,0,0,0,1,73,168,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_AF_245_143_N.png,0,0,0,0,1,74,169,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_LM_201_057_N.png,0,0,0,0,1,75,170,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_LM_203_026_N.png,0,0,0,0,1,76,171,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_BF_224_002_N.png,0,0,0,0,1,77,172,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_AF_237_223_N.png,0,0,0,0,1,78,173,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_AF_231_357_N.png,0,0,0,0,1,79,174,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_WM_212_097_N.png,0,0,0,0,1,80,175,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_006_M_F_N_A.png,0,0,0,0,1,81,176,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ RCHEEK_136_M_M_N_A.png
",0,0,0,0,1,82,177,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_WF_250_167_N.png,0,0,0,0,1,83,178,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ LCHEEK_CFD_WF_002_004_N.png
",0,0,0,0,1,84,179,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ NASALTIP_CFD_AM_233_236_N.png
",0,0,0,0,1,85,180,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_CFD_LM_203_026_N.png,0,0,0,0,1,86,181,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_CFD_BM_213_134_N.png,0,0,0,0,1,87,182,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_LM_203_026_N.png,0,0,0,0,1,88,183,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ NASALTIP_CFD_BM_234_172_N.png
",0,0,0,0,1,89,184,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ LCHEEK_CFD_AM_233_236_N.png
",0,0,0,0,1,90,185,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_087_M_M_N_A.png,0,0,0,0,1,91,186,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_035_M_F_N_A.png,0,0,0,0,1,92,187,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_CFD_AF_245_143_N.png,0,0,0,0,1,93,188,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ NASALTIP_CFD_WF_002_004_N.png
",0,0,0,0,1,94,189,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_006_M_F_N_A.png,0,0,0,0,2,0,190,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_WM_212_097_N.png,0,0,0,0,2,1,191,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_006_M_F_N_A.png,0,0,0,0,2,2,192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ LCHEEK_CFD_AM_233_236_N.png
",0,0,0,0,2,3,193,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_WM_212_097_N.png,0,0,0,0,2,4,194,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_006_M_F_N_A.png,0,0,0,0,2,5,195,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_BM_213_134_N.png,0,0,0,0,2,6,196,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_AF_245_143_N.png,0,0,0,0,2,7,197,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ LCHEEK_CFD_WF_002_004_N.png
",0,0,0,0,2,8,198,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_AF_245_143_N.png,0,0,0,0,2,9,199,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_WF_250_167_N.png,0,0,0,0,2,10,200,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_035_M_F_N_A.png,0,0,0,0,2,11,201,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_AF_237_223_N.png,0,0,0,0,2,12,202,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_AF_237_223_N.png,0,0,0,0,2,13,203,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_WF_200_099_N.png,0,0,0,0,2,14,204,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BF_214_308_N.png,0,0,0,0,2,15,205,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_AF_245_143_N.png,0,0,0,0,2,16,206,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_CFD_BF_224_002_N.png,0,0,0,0,2,17,207,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_BF_214_308_N.png,0,0,0,0,2,18,208,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_006_M_F_N_A.png,0,0,0,0,2,19,209,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_WF_200_099_N.png,0,0,0,0,2,20,210,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_BM_213_134_N.png,0,0,0,0,2,21,211,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_LF_224_176_N.png,0,0,0,0,2,22,212,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_AF_237_223_N.png,0,0,0,0,2,23,213,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_035_M_F_N_A.png,0,0,0,0,2,24,214,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_CFD_AF_237_223_N.png,0,0,0,0,2,25,215,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_WF_002_004_N.png,0,0,0,0,2,26,216,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_LM_203_026_N.png,0,0,0,0,2,27,217,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_CFD_WF_200_099_N.png,0,0,0,0,2,28,218,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
